,index,value
20,20,"[-0.20191437502702078, 0.16403899838527045, 0.1725153774023056, -0.3490013579527537, 0.11036996791760127, 0.29071972767512005, -0.016232595779001713, -0.09672925248742104, 0.12644691516955694, -0.021460336322585743, -0.09827455381552379, 0.005531476500133674, 0.17427459607521692, -0.026793809452404577, -0.07779784500598907, -0.1291865979631742, 0.1362364093462626, -0.0049529414003094034, 0.03808592756589254, -0.10411528001228969, -0.5054565270741781, -0.44660226504007977, -0.11809335897366206, 0.13218199213345846, -0.1562723939617475, -0.20711101094881693, -0.1958431601524353, 0.3482915659745534, 0.057558643321196236, 0.015604356885887682, -0.04459854029119015, 0.0432597603648901, -0.16774884859720865, -0.2015627920627594, 0.04478777199983597, 0.016072502359747887, -0.11561856418848038, -0.21297757824261984, -0.013606406437853972, 0.027195100362102192, -0.2847164322932561, -0.08121242995063464, 0.10104296480615933, 0.6182585457960764, -0.003390663613875707, -0.24857717752456665, -0.2493099570274353, -0.14268002038200697, -0.016584303850928944, 0.12285826355218887]"
21,21,"[-0.21012518803278604, 0.14833401888608932, 0.18079892297585806, -0.33154988288879395, 0.17505860328674316, 0.20635038117567697, -0.07894927511612575, -0.06301369642217954, 0.03719090794523557, -0.049243138482173286, -0.12071619679530461, 0.015913651945690315, 0.0953182578086853, -0.020133176624464493, -0.05114861950278282, -0.12478703757127126, 0.07056042676170667, 0.01365724279700468, -0.00879238328586022, -0.07978982850909233, -0.38740698496500653, -0.3967576026916504, -0.08231420069932938, 0.16091421246528625, -0.09056523814797401, -0.1743169625600179, -0.20238512257734934, 0.3249753216902415, 0.14464599639177322, 0.031205888837575912, -0.06197885672251383, 0.021678574848920107, -0.14248857895533243, -0.1711818426847458, -0.017779798557360966, -0.014735821595725914, -0.1218824212749799, -0.13893896341323853, -0.007952028730263313, 0.08655801912148793, -0.2182681361834208, -0.11038362979888916, 0.09147297342618306, 0.5644853711128235, 0.0033187667528788247, -0.27853519717852276, -0.1695764884352684, -0.10993256668249766, 0.01633163324246804, 0.1409112513065338]"
22,22,"[-0.3402823309103648, 0.24050162235895792, 0.18015383183956146, -0.4254310429096222, 0.23914281527201334, 0.3375564192732175, -0.25896548976500827, -0.10190778908630212, 0.3318264310558637, -0.09614738325277965, -0.17853005230426788, -0.19711164105683565, -0.12805471320947012, -0.09604092625280221, -0.10471658905347188, -0.13838046292463937, 0.006351364155610402, 0.14771129658523327, -0.014022492182751497, -0.12749685595432916, -0.5187519590059916, -0.49566615621248883, 0.0038549105326334634, 0.2829173405965169, -0.10040258367856343, -0.18052137394746146, -0.16052264906466007, 0.2500535051027934, 0.18697906782229742, 0.015538772568106651, -0.10740855460365613, 0.18766249095400175, -0.06099423517783483, -0.07724152008692424, 0.2700876146554947, 0.28731263366838294, 0.05476628243923187, -0.2593257228533427, -0.03799628450845679, -0.016297579432527225, -0.14430159951249757, 0.04436468084653219, 0.013256549835205078, 0.6587209304173788, -0.13507882536699375, -0.4059719940026601, -0.08763795097668965, -0.06582019167641799, -0.13159306483188024, 0.18299281348784766]"
23,23,"[-0.16022932529449463, 0.1632698973019918, 0.13411549602945647, -0.2932028149565061, 0.10921880354483922, 0.22095601757367453, -0.037239473953377455, -0.0963720865547657, 0.0967934640745322, -0.014038750436156988, -0.10958798229694366, 0.012072446135183176, 0.12263206889231999, -0.008943095531625053, -0.04118462155262629, -0.11516762400666873, 0.09368916849295299, -0.02851199669142564, 0.041123801531891026, -0.08669011853635311, -0.40864115456740063, -0.35402675966421765, -0.10947015633185704, 0.08817637835939725, -0.11019791165987651, -0.14640561491250992, -0.18608269343773523, 0.26508566985527676, 0.0744976590697964, 0.008390619147879383, -0.0696146972477436, 0.04501369843880335, -0.09630202502012253, -0.13969873264431953, 0.06447698548436165, 0.020797936245799065, -0.09199139786263306, -0.1789200852314631, 0.011429002275690436, 0.03758941901226839, -0.2264849692583084, -0.07280384873350461, 0.08899055669705074, 0.5233125686645508, -0.022577887556205194, -0.22160242994626364, -0.21298673748970032, -0.12456227838993073, -0.01833776757121086, 0.09878622367978096]"
24,24,"[-0.11627847080429395, 0.12278636544942856, 0.12146284555395444, -0.23412326474984488, 0.09499613444010417, 0.1632748544216156, -0.037056841887533665, -0.06548343785107136, 0.07192343845963478, -0.019792697702844936, -0.09005792811512947, 0.018565380324920017, 0.08916672156192362, -0.0031243376433849335, -0.04739570990204811, -0.09781681125362714, 0.059932809323072433, -0.026761869589487713, 0.031087484831611317, -0.06398918976386388, -0.31186820566654205, -0.27851185699303943, -0.06646132965882619, 0.0919424556195736, -0.09158941855033238, -0.12181548525889714, -0.13519969955086708, 0.2243868832786878, 0.06572488322854042, 0.00837522791698575, -0.04388534712294737, 0.029688801616430283, -0.08930592859784763, -0.12215099483728409, 0.018457184235254925, 0.005815532679359118, -0.06958729463318984, -0.1282703975836436, 0.010051814024336636, 0.033053960651159286, -0.17863290508588156, -0.04681656959777077, 0.057124544555942215, 0.4165900995333989, -0.020853740473588307, -0.17772832761208215, -0.15177441760897636, -0.07886900939047337, -0.0011874181412470837, 0.0783893031378587]"
25,25,"[-0.3222418005267779, 0.2552637408177058, 0.34254881491263706, -0.408608873685201, 0.2335787204404672, 0.4187992836038272, -0.1732017674172918, -0.04895029962062836, 0.26521380183597404, -0.09729060685882966, -0.024202466011047363, -0.03579187719151378, -0.08169377284745376, -0.18820502360661825, -0.275986191816628, -0.10428787022829056, 0.06788060317436855, 0.15084144100546837, -0.10713225044310093, -0.15778887644410133, -0.4856538226207097, -0.46428511043389636, 0.05439279849330584, 0.12626350546876589, -0.20432118202249208, -0.20912034312884012, 0.03289770086606344, 0.22493680318196616, 0.05948459357023239, 0.16534025811900696, 0.17164279458423456, 0.055310687981545925, -0.10385458543896675, -0.1622514029343923, -0.03737266796330611, 0.32060694438405335, -0.1313681056102117, -0.19787722329298654, -0.0020820146116117635, -0.19617914035916328, -0.2332913652062416, 0.14305051416158676, -0.024046698585152626, 0.5292931397755941, 0.03171912953257561, -0.2347788860400518, 0.07071520884831746, 0.12118349224328995, -0.14958835393190384, -0.01369276891152064]"
26,26,"[-0.18546717365582785, 0.1714682107170423, 0.16005215545495352, -0.3267139295736949, 0.1693604215979576, 0.21797807266314825, -0.05150958150625229, -0.06898643138508002, 0.06291641543308894, -0.035973442097504936, -0.11272760480642319, 0.005225012078881264, 0.12726396322250366, 0.02456561770911018, -0.036236404130856194, -0.12752188245455423, 0.11054950455824535, -0.0033098027536955974, 0.030932519895335037, -0.09813233961661656, -0.41568020979563397, -0.42340951164563495, -0.11673613886038463, 0.1287536323070526, -0.12279260655244191, -0.1875316152969996, -0.21900140742460886, 0.3148085077603658, 0.10206927979985873, -0.006540481913058708, -0.050640820215145745, 0.013953695694605509, -0.12009323636690776, -0.15776963283618292, 0.051681045442819595, 0.025165881224287052, -0.1153670996427536, -0.1887762745221456, 0.011142216001947721, 0.06095936025182406, -0.2225264608860016, -0.09567857782046, 0.11633468916018803, 0.5721965630849203, -0.004601871750007073, -0.27542684972286224, -0.2024229814608892, -0.10562999670704205, 0.0051053729839622974, 0.11999404927094777]"
27,27,"[-0.16268602013587952, 0.14413836846748987, 0.16799363990624747, -0.2777037074168523, 0.10548411806424458, 0.176234299937884, -0.021172108128666878, -0.053572640443841614, 0.07612554853161176, -0.04475590648750464, -0.0947538713614146, 0.011404674189786116, 0.10028618698318799, -0.00987704424187541, -0.07237011318405469, -0.10878457129001617, 0.10243613769610722, 0.006123978023727735, -0.0015385194371143978, -0.07789445047577222, -0.3908485372861226, -0.3667125900586446, -0.08182232454419136, 0.10697012270490329, -0.12292436758677165, -0.18240984280904135, -0.14847438037395477, 0.28675935169061023, 0.056728738670547806, 0.019102592021226883, -0.03361327946186066, 0.03905787132680416, -0.13196439296007156, -0.17337716619173685, 0.0018657570083936055, 0.0335858128964901, -0.10201601684093475, -0.16427573064963022, -0.0022427942603826523, 0.03878981930514177, -0.21511235336462656, -0.06093689178427061, 0.07652636989951134, 0.49938445289929706, -0.0020568668842315674, -0.20526589453220367, -0.1779965708653132, -0.09270136679212253, -0.012417000097533068, 0.13228760162989298]"
28,28,"[-0.15190557887156805, 0.15124230831861496, 0.1727069467306137, -0.28179024159908295, 0.12599820643663406, 0.18853580206632614, -0.02716274994115035, -0.06556492174665134, 0.06931974863012631, -0.013490848165626327, -0.0982967143257459, 0.017019917257130146, 0.11783836036920547, -0.0033104635076597333, -0.06869504104057948, -0.11055113126834233, 0.0809031253059705, -0.014811750423784057, 0.02698404623273139, -0.06709650034705798, -0.3682942787806193, -0.35038642088572186, -0.09356970836718877, 0.09912240008513133, -0.11107816298802693, -0.14427814135948816, -0.16925342877705893, 0.276225745677948, 0.0810938688615958, 0.008523686788976192, -0.04748613387346268, 0.04041702548662821, -0.10897120460867882, -0.1541983981927236, 0.010302408908804258, -0.0015920442529022694, -0.1139824812610944, -0.15514825284481049, -0.0018356213501344125, 0.045294311518470444, -0.19645178814729056, -0.05680339317768812, 0.09323918322722118, 0.4918539524078369, 0.0032810475677251816, -0.21035914619763693, -0.18246420721213022, -0.10123804087440173, -0.0023330639426906905, 0.12899035712083182]"
29,29,"[-0.15820224831501642, 0.12189442167679469, 0.10859192162752151, -0.2814769943555196, 0.11792538066705067, 0.24061412115891775, -0.011046845931559801, -0.0774724210302035, 0.07373885251581669, -0.026778918613369267, -0.07899487515290578, 0.003003516234457493, 0.1460898146033287, -0.0064722100893656416, -0.03430926861862341, -0.09307227904597919, 0.09795866161584854, -0.008997308711210886, 0.01230090883715699, -0.07423121482133865, -0.3854196419318517, -0.34175801773866016, -0.08513617763916652, 0.11750386655330658, -0.0882552166779836, -0.1719996432463328, -0.16453146437803903, 0.28291021784146625, 0.06853701174259186, 0.022935007698833942, -0.0365385419378678, 0.026488614579041798, -0.1251974826057752, -0.16042498995860419, 0.03714992633710305, 0.015806598588824272, -0.09809848666191101, -0.1519666612148285, -0.019057929205397766, 0.03665004950016737, -0.22922946015993753, -0.08238575607538223, 0.08094477032621701, 0.5045669575532278, -0.000701206736266613, -0.2326336701711019, -0.21471876899401346, -0.11572565883398056, -0.010334102087654173, 0.08591393008828163]"
30,30,"[-0.19012385606765747, 0.034851366033156715, 0.05098075264443954, -0.2538648297389348, 0.08273411557699244, 0.2909672409296036, 0.05196030267203847, -0.0690305307507515, 0.13086668898661932, 0.03640348487533629, -0.0006483116497596105, -0.03434539586305618, 0.19866408966481686, -0.10516676803429921, -0.061380124650895596, -0.10891914375436802, 0.03560261094632248, -0.02596184052526951, 0.03109684648613135, -0.014896051647762457, -0.3881082994242509, -0.25708164398868877, -0.01254703477025032, 0.1217947065209349, -0.10020445038874944, -0.1531568088879188, -0.15346587200959524, 0.18808301041523615, 0.015541418765981993, 0.029851072157422703, 0.021482935796181362, 0.07081895942489307, -0.11363482545129955, -0.14615055608252683, 0.016912344532708328, -0.06967315031215549, -0.10007986535007755, -0.15836209679643312, -0.014497165490562717, -0.023954321319858234, -0.19320835545659065, -0.046573391339431204, 0.08845259404430787, 0.4198857769370079, 0.03796930351139357, -0.176614069690307, -0.18213633758326372, -0.1952662275483211, -0.039722368431588016, 0.057420507383843265]"
31,31,"[-0.13600634348889193, 0.03282417915761471, 0.022635734950502712, -0.2124378445247809, 0.03411818055125574, 0.2519110254943371, 0.029678598356743652, -0.0757859858373801, 0.12052876191834609, 0.03385527556141218, -0.013780793795982996, -0.016315737428764503, 0.15824750500420728, -0.08295237148801486, -0.05645992637922367, -0.10183157461384933, 0.052782642344633736, -0.03173310806353887, 0.04069180879741907, -0.023352044944961865, -0.3305574009815852, -0.22012761731942496, -0.031910720436523356, 0.0823970662119488, -0.09209870484968026, -0.10991691239178181, -0.11437514858941238, 0.14478491495052973, -0.02349544782191515, 0.00803704746067524, -0.009693230191866556, 0.07438436709344387, -0.0987367865939935, -0.11584923757861058, 0.021260542639841635, -0.045825154365350805, -0.057410664235552154, -0.1299366969615221, -0.015772157503912847, -0.02352970528105895, -0.18665464967489243, -0.036025989800691605, 0.06637434971829255, 0.34512568016846973, 0.00316451583057642, -0.1407857003311316, -0.18271318823099136, -0.15788398900379738, -0.03070129551148663, 0.04808143091698488]"
32,32,"[-0.20370716353257498, 0.05346874690925082, 0.08542758350570996, -0.28779301171501476, 0.10140897737195094, 0.2950732906659444, 0.015340913513985774, -0.058180722097555794, 0.09792820985118549, 0.00966068853934606, -0.029896767809987068, -0.024675589384666335, 0.16331824536124864, -0.12669899477623403, -0.0679305475205183, -0.12057328100005786, 0.03971150113890568, 0.004345132814099391, 0.01783123053610325, -0.03322773799300194, -0.3966239169239998, -0.29797833412885666, -0.020384549784163635, 0.13889168032134572, -0.11080997747679551, -0.15453625346223512, -0.1572455745190382, 0.2234733228882154, 0.04411085353543361, 0.031288059117893376, -0.002011368051171303, 0.054985915000240006, -0.1334355343133211, -0.15224490438898405, -0.012914245637754599, -0.06586487203215559, -0.10464655794203281, -0.156545369575421, -0.01227284533282121, 0.004705114910999934, -0.20181700587272644, -0.06395644011596839, 0.09302164738376935, 0.44748348246018094, 0.02789399353787303, -0.21536444003383318, -0.17643285542726517, -0.17770102247595787, -0.014677612382608155, 0.10561766599615414]"
33,33,"[-0.1307964747150739, 0.04286377256115278, 0.037828718622525535, -0.1935488929351171, 0.02756841977437337, 0.2176086020966371, 0.028249487998740126, -0.06143117665002743, 0.12092773181696732, 0.010995813024540743, 0.011198860748360554, -0.025216815372308094, 0.15081570173303285, -0.08868728236605723, -0.06608523552616437, -0.07046016802390416, 0.030795945785939693, -0.014923981701334318, 0.05172407658149799, -0.01805190493663152, -0.31435875097910565, -0.1866205334663391, -0.03509459015913308, 0.0873010673870643, -0.0974209892253081, -0.09436958966155846, -0.09831211157143116, 0.13364337757229805, -0.014462759718298912, 0.0016056975970665615, 0.01467210112605244, 0.06645218841731548, -0.09221206155295174, -0.11541922514637311, 0.008025305345654488, -0.02914634005477031, -0.048322370275855064, -0.12232692384471495, -0.027021396439522505, -0.019128676581506927, -0.18211888894438744, -0.013998803255769113, 0.062105823308229446, 0.3028045843044917, 0.009893000669156512, -0.12421630695462227, -0.1469228845089674, -0.1426952506105105, -0.02244271826930344, 0.04026228096336126]"
34,34,"[-0.16379568725824356, 0.07885040591160457, 0.07925048780937989, -0.25329385449488956, 0.0741017498075962, 0.22172460270424685, 0.02691139986078876, -0.06412958858224253, 0.11968019045889378, 0.027708113348732393, -0.03445286645243565, -0.02151107167204221, 0.14639064917961755, -0.07947842714687188, -0.08779691314945619, -0.09626392523447673, 0.03381835576146841, -0.0428176277782768, 0.052150084908741214, -0.017120598737771314, -0.3744809565444787, -0.2523466336230437, -0.05286651849746704, 0.08510820800438523, -0.12298513514300187, -0.1273905523121357, -0.14835346986850104, 0.17600787803530693, 0.012569827338059744, 0.004762692376971245, 0.014453510598589977, 0.07675205109020074, -0.09003381632889311, -0.11926677698890369, 0.01133081829175353, -0.03872307715937495, -0.07576510682702065, -0.14694037971397242, -0.0066927841398864985, -0.0053505028287569685, -0.1845417395234108, -0.015549827056626478, 0.08812716913719972, 0.4012775967518489, 0.016265299792091053, -0.1458260379731655, -0.16749399031201997, -0.13970285700634122, -0.02906025918976714, 0.07588501367717981]"
35,35,"[-0.16656285151839256, 0.06516929964224498, 0.05635917435089747, -0.2719540571173032, 0.0725336621205012, 0.27382459739844006, 0.02229535346850753, -0.0893748290836811, 0.14160543556014696, 0.03422026646633943, -0.010055608426531156, -0.02428485226118937, 0.1775961567958196, -0.09001809731125832, -0.07609731517732143, -0.10556667235990365, 0.0630034115165472, -0.03328373959326806, 0.06383346300572157, -0.034220919013023376, -0.4171023940046628, -0.27513453364372253, -0.046358466148376465, 0.11016673470536868, -0.09960948675870895, -0.12334557498494784, -0.16109132021665573, 0.199913981060187, 0.008050316944718361, 0.01257535753150781, 0.017287009706099827, 0.0722554534052809, -0.11358003566662471, -0.15570873146255812, 0.04714812788491448, -0.04227953031659126, -0.09239614941179752, -0.15845865507920584, -0.015670704888179898, -0.029595652129501104, -0.23005363096793494, -0.03301287783930699, 0.096625417470932, 0.43678098420302075, 0.006558562628924847, -0.17065384735663733, -0.21035557116071382, -0.17693593042592207, -0.04108982905745506, 0.05797496593246857]"
36,36,"[-0.1423990192512671, 0.045121672097593546, 0.048333533108234406, -0.23735532288750014, 0.05679943008969227, 0.2575116939842701, 0.022003648802638054, -0.06518662410477798, 0.13074756351610026, 0.03564161869386832, -0.010906651616096497, -0.018581030579904716, 0.1750369711468617, -0.09929043427109718, -0.0726699015746514, -0.1032171721259753, 0.04515218703697125, -0.03037889674305916, 0.053543964497900255, -0.025364984176121652, -0.37008850028117496, -0.2190752476453781, -0.021700061702479918, 0.08973122884829839, -0.10714433031777541, -0.126363771657149, -0.13386250535647073, 0.172003872692585, -0.02134281164035201, 0.012185820688803991, 0.006858249505360921, 0.07700395584106445, -0.0976511538028717, -0.1299432379504045, 0.0399584025144577, -0.050970205144646265, -0.06987754131356876, -0.15956582874059677, 0.0019067482401927311, -0.03548847123359641, -0.19793245568871498, -0.024718761288871367, 0.07318368026365836, 0.3638996134201686, 0.02704456044981877, -0.1390433944761753, -0.1770290769636631, -0.1605594406525294, -0.03211498586460948, 0.058912002171079315]"
37,37,"[-0.18553471006453037, 0.05644160105536381, 0.0465219859033823, -0.28964917610088986, 0.08830257008473079, 0.20892123598605394, 0.04776245293517908, -0.05844232688347498, 0.07679860841017216, 0.01194675057195127, -0.050172011678417526, -0.016363243106752634, 0.15558856756736836, -0.033208875296016536, -0.06904190685600042, -0.13384400804837546, 0.07404721155762672, -0.042676403963317476, 0.02550936055680116, -0.026106378412805498, -0.4118432030081749, -0.3193291500210762, -0.033307427540421486, 0.13144899966816107, -0.11016615480184555, -0.1888686946282784, -0.20083941457172236, 0.22383317972222963, 0.009032783719400564, 0.02287937110910813, 0.010632512159645557, 0.05098276507730285, -0.13475848641246557, -0.14653877851863703, 0.0539940157905221, -0.05086338923623165, -0.1086023027698199, -0.18421042834719023, 0.0067651797241220874, 0.017096419197817642, -0.2155577838420868, -0.07158303633332253, 0.09501514273385207, 0.4616183117032051, 0.006533392394582431, -0.1796106994152069, -0.2374268683294455, -0.18762434522310892, -0.042528193444013596, 0.13389058535297713]"
38,38,"[-0.17759202544887862, 0.05578291478256384, 0.06778669481476148, -0.2817116603255272, 0.09667383258541425, 0.28228674580653507, 0.03914776987706622, -0.060501247799644865, 0.1257860939949751, 0.007804054766893387, -0.02665038189540307, -0.03541845642030239, 0.173570287724336, -0.09989787979672353, -0.09027529694139957, -0.11065007497866948, 0.05807373610635599, -0.01638319343328476, 0.039949292317032814, -0.03582749670992295, -0.43327001482248306, -0.305175809810559, -0.04850108176469803, 0.12764238317807516, -0.12684286820391813, -0.17496633032957712, -0.16320471030970415, 0.2420957311987877, 0.0019805647898465395, 0.0036768419668078423, 0.023316325309375923, 0.047359707144399486, -0.14459568386276564, -0.16810995216170946, 0.018800199031829834, -0.02652045028905074, -0.07157311596286793, -0.17563244824608168, -0.025361793115735054, 0.015446087966362635, -0.23546199252208075, -0.053511317198475204, 0.08477164059877396, 0.4655589461326599, 0.00473975654070576, -0.2085491120815277, -0.20297429834802946, -0.17677032885452112, -0.01331243539849917, 0.0913783162056158]"
39,39,"[-0.1498880380143722, 0.016721752161780994, 0.012175749987363815, -0.21000889812906584, 0.047971791898210846, 0.27055614814162254, 0.05490112956613302, -0.08122196793556213, 0.13208593210826317, 0.045759523287415504, 0.02537841994004945, -0.021285601891577244, 0.1811937801539898, -0.11638078652322292, -0.06507739843800664, -0.10232241203387578, 0.012521378424329063, -0.061439028630654015, 0.05655301331231991, 0.008744945206368962, -0.34730779627958935, -0.18359465400377908, -0.02355177017549674, 0.08970391315718491, -0.09027886887391408, -0.09910288949807484, -0.12105238189299901, 0.12020915001630783, -0.013323445028314987, 0.010725423227995634, 0.026249534140030544, 0.07345405081287026, -0.08428602945059538, -0.11514438812931378, 0.0270239378636082, -0.07216497945288818, -0.06505474541336298, -0.11875754408538342, -0.014418640057556331, -0.037956101819872856, -0.18402090047796568, -0.015297298474858204, 0.07826528139412403, 0.34733187903960544, 0.010749061650130898, -0.1171075285722812, -0.16684293126066527, -0.17930649283031622, -0.025250529249509174, 0.035311463133742414]"
40,40,"[-0.13980452343821526, 0.04495460788408915, 0.030049972236156464, -0.2122193711499373, 0.05800514668226242, 0.24494380379716554, 0.04247791490827998, -0.06462111975997686, 0.11493217075864474, 0.031178298716743786, -0.004725581345458825, -0.02135095465928316, 0.17516378810008368, -0.08125816565006971, -0.04809607627491156, -0.09290216925243537, 0.03753448836505413, -0.0509553300216794, 0.05323569942265749, -0.016781810962129384, -0.33555080989996594, -0.21220066770911217, -0.025824688840657473, 0.08332484836379687, -0.09725641024609406, -0.12019380802909534, -0.122750423848629, 0.13969016571839651, -0.010930988937616348, 0.008681971036518613, 0.00697323113369445, 0.06101678443762163, -0.08423727750778198, -0.12088227644562721, 0.025622304218510788, -0.052605499901498355, -0.06858531882365544, -0.1379962960879008, -0.003930662603427966, -0.02934668748639524, -0.1767070231338342, -0.02119850677748521, 0.07380165594319503, 0.3437373364965121, 0.015471979975700378, -0.14643997326493263, -0.1807804542283217, -0.1561682845155398, -0.017382784455548972, 0.044913421695431076]"
41,41,"[-0.15177730222543082, 0.05785216639439265, 0.06075694039463997, -0.23516522472103438, 0.07993233576416969, 0.270245215545098, 0.03019058300803105, -0.07879813853651285, 0.10375135764479637, 0.04499653788904349, -0.02268473121027152, -0.008059730132420858, 0.18503176420927048, -0.09022504494835933, -0.0513760419562459, -0.10564664378762245, 0.04149044801791509, -0.05123588272059957, 0.05962544120848179, -0.015517457698782286, -0.3572783221801122, -0.23657940328121185, -0.04386873170733452, 0.09515401783088843, -0.10905970384677251, -0.11834391144414742, -0.14234966039657593, 0.16345487162470818, 0.02067130955401808, 0.002177680376917124, 0.010594299451137582, 0.05710418336093426, -0.08609884915252526, -0.12486191838979721, 0.023627993340293568, -0.06840187559525172, -0.09469942872722943, -0.14561734845240912, 0.00032897130586206913, -0.02347679374118646, -0.18552070235212645, -0.030290586563448112, 0.09028703936686118, 0.3877631848057111, 0.017214055483539898, -0.1562210222085317, -0.1699809394776821, -0.15613712246219316, -0.022640411276370287, 0.05240714425841967]"
